neutral,Brian Feeley Chuck Schumer is the biggest HYPOCRITE GOING!!!!
neutral,It's alright when they wanted to do it an all agreed but it's just because Trump is not a life long politician they don't want him to do it an look like a hero after it stops all the drugs an massive crime from pouring into our country it's a fucking joke
neutral,"Veronica Torres, What Do you mean by they??? By the way are you Hispanic? If you are, I just hope that you are kind, to the undocumented immigrants, because sometimes they can experience the worst cruelty from their own kind.!!!"
positive,How can you not associate mass shootings in this country to easy access to firearms?
negative,John Garrison I was agreeing with you idiot? Geeze?
negative,Sue Carol How long have guns been around in this country Sue! People are get desensitized in this world today with death ! If they want to kill and don't have a gun they will use a car or a knife
positive,"DemoRATS are the new Anti American movement! With their Abortion till full term ,open borders, guilty till proven innocent, getting rid of the so called KKK Ice agents , Universal health care AGAIN !!!!!! Meaning let's try Obama care again????lol Illegals over Americans? I could go on and on ????"
neutral,"John Garrison your government makes million bringing it in, so build a wall against them while your at it."
negative,Sorry about your son 😥
positive,John Garrison they don’t want to
positive,Thats true.
neutral,Ed Barnat grow up.
neutral,dEmOCrAt CoMMuNisTs!@?#!?
negative,"Veronica.. you are being played by Mr Trump's satanic bilderberg group Freemason demons.  They are the MSM, CIA, KKK, ISIS and skull and Bones fraternity and Russell trust that are doing ALL the human trafficking and heroin and fentanyl manufacturing in the world for the past 243 years thru the US embassies and Rothschild Freemason colleges and council on foreign relations and Bohemian Grove club.   SO Sorry.. but paying the 9-11 bombers $$$ for a stupid senseless wall is not going to fix anything.."
positive,John Garrison lol
neutral,https://youtu.be/tlfOPvUABnw
positive,"You mean like the parents of the kids at Sandy Hook, Parkland, etc?"
negative,"Mary Larkin American people will receive a smaller refund this year after filing their income tax returns. The Republican/Trump tax cuts is a big scam that only benefits the rich. That's all Paul Ryan wanted; he got it and ran away.    “Lower tax refunds might hurt the economy. If Americans are getting less money back, that might mean they're going to spend less of their refund.” - Jordan Valinsky  Your (small) refunds will be delayed thanks to President Donald Trump’s shutdown.  ""I DIDN’T NEED TO DO THIS."" - Donald Trump as he declares a national emergency taking billions of dollars away from our Veterans, and leaving for Florida for the weekend to PLAY GOLF.  “Trump biographer Craig Unger detailed Saturday morning the links between the president’s ties to the Russian mob and the silence of his former campaign manager Paul Manafort. Unger, author of House of Trump, House of Putin, explained on MSNBC’s AM Joy that unlike the Italian mafia, Russia mobsters report to Vladimir Putin — essentially making them “state actors” for the Kremlin. “I found 13 people who have had been in Trump Tower, associated with the Russian mafia,” the author explained, adding that the organized criminals “on and off for 35 years” used the president’s flagship Manhattan building “as a base of operations.” When Donald Trump “over expanded” in Atlantic City and went bankrupt to the tune of $4 billion, “Russian money played a huge, huge role” in his financial bounce-back.” – Noor Al-Sibai  JOIN THE GENERAL STRIKE APRIL 15, 2019. PROTEST THE ILLEGITIMATE CORRUPT CRUEL TRUMP ADMINISTRATION.  EVENT: GENERAL STRIKE TO REMOVE TRUMP FROM OFFICE.  WHEN: APRIL 15, 2019.  TIME: 12:00 AM TO 11:59 PM.  WHERE: THE STREETS AND HIGHWAYS ALL OVER THE UNITED STATES OF AMERICA."
neutral,That's What sanctuary cities are all about
positive,Javoris JV Dubose I have to disagree with you I'm not sure what you're doing wrong is everybody in New York is getting a higher refund and last year. So you better find a new accountant even with New York high tax rate we are winning. Maybe you don't pay taxes I don't know why you post this
negative,Mary Larkin and Ted Bundy killed a lot of white girls too.  What is your point.
negative,Maybe if some of these protestors could feel the pain and loss you have they would have a different opinion.  I pray God will comfort you and all the others who have suffered this great loss.💕
neutral,He flew in from Portugal. He's Portuguese. Build a wall at the airport he flew into.
neutral,"Except, of course, that there is none."
neutral,Tyler Loving that is BS propaganda you are trying to spread
neutral,Mike Charles wall
neutral,First off.. they are Americans..
positive,They are the mulattos from the great abysmal swamp in North Carolina and Virginia that we freed in 1865.  This is their country.
neutral,hOLLYWOOD=jEWIISH RUN COMMIE AGENDA
negative,Dave Thompson Yes they are Americans.  South Americans to be precise.  But they are NOT UNITED STATES  CITIZENS!  They are CITIZENS of the country they came from and chose to come here ILLEGALLY.  They should have done it the RIGHT way.  APPLY for CITIZENSHIP!!!
neutral,So go over there and do what you say you want to do. Nobody's stopping you
negative,"Please, someone sue the legislators that protect these illegal.aliend.   sue them hard.  As hard as you can........."
negative,"Here is an idea... there are 2,738 prisoners on death row, with the average time spent on death row being 15 years.  Each prisoner costs the government a minimum 31,000 per year.... that is 84,878.00 per year if you multiply that times 15 years... wow 1.2 billion, if we could shorten the time on death row to one year instead of 15 we would have a great solution for funding of the wall. Just saying."
negative,"On the contrary, it is a broken tool that would not have done much anyway even when whole; you don;t use broken already inadequate but REALLY expensive tools to address a problem when you have tools that are whole, work well, and cost much less."
neutral,"Gus Keller I'm sure you have. You've probably seen ""mfers,"" step over invisible lines too. I'd guess would be easier, quicker, and a place of choice (unless you're are a Parkour practitioner)  vs. a place with wall. Similar with the ""dig a hole"" argument."
negative,Michael Thompson You've never been to a US where every single gun was banned and the ban was enforced.
negative,Michael Thompson Let's compare.  I'll let you look up the number of people actually dead from far right shootings/stabbings in teh US vs from undocumented shootings/stabbings in the US just during trump's term to date.  I know you wouldn;t believe the facts if I looked them up for you; but I can give you a hint: the far right victims are higher...
negative,"Michael Thompson  yes!! But Seriously.. does nobody fact check this stuff While any death is tragic, a February 2018 study by the Cato Institute using 2015 crime statistics from Texas found immigrants in the country illegally were 25 percent less likely to be convicted of homicide than native-born Americans. (Legal immigrants were 87 percent less likely.)  Approximately 1.4 million people have died from firearms in the U.S. between 1968 and 2011. This number includes all deaths resulting from a firearm, including suicides, homicides, and accidents. Compared to 22 other high-income nations, the U.S. gun-related murder rate is 25 times higher."
neutral,Nikki Graham How do you know this? Did you read the bill? Who is your source?
positive,Donna Davis Nice picture. I could have mistaken it for Kermit Gosnell's abortion clinic.
negative,"Yeah liberal morons have been saying if gun control saves one life its worth it, but guess where most of the ""gun violence"" occures. Gun free zones and cities with higher gun laws. Yup how's that working for you libtards."
positive,CliffandKim Ferrell ....they are desperate! Trump is winning for America and they cant stand it! Their hate for him is greater than wanting to see America win! How sad is that?
neutral,Janie Rogers Doss  yep!!
neutral,CliffandKim Ferrell he know how to eat
negative,Kathy Finley Hayden https://www.nytimes.com/2017/11/27/nyregion/trump-tower-illegal-immigrant-workers-union-settlement.html
positive,Hal Eric Mitlitsky if you think America was headed in the right direction before Trump that’s the problem!
negative,Hal Eric Mitlitsky  you are obviously not keeping up with the news.  No collusion.  Just 2 years of wasted money and time because Dems can’t accept Hillary’s defeat
negative,"And I had my vehicle cracked into in a parking space, causing substantial damage, by an Asian immigrant who had decided he could squeeze into it in back of me for some bizarre reason.  He spoke no English, had no idea of American rules of the road, had no insurance, and was driving a car not registered to him. Where do we put the wall to keep those like him away?"
negative,Angel Neavin Im sorry to hear that and hope they are ok. When I was 14 years old a car load of illegals had been drinking and they ran into my cousin and her friend (in Texas) who were on a motorcycle. They were killed.
negative,"Craig Shurick , you really think 90% of illegals came through a checkpoint? If so, you are very misinformed."
neutral,Tyler Dougherty so the same sense would be made for a wall??
neutral,Emily Neal we are discussing the wall.
positive,"One man, one incident undocumented as the alleged DUI perp was.   How would a wall have helped?  This DUI perp came through the border like over 90% of these cases do.  Help us understand how a wall would have helped!  This article is NOT a plea for a wall but rather more “border security.”  Every Congress person agrees we need border security.  A wall?  Nah!"
positive,Make love on guns .I dare you .in fact if your sooo convinced .then rather than use government forces to enforce your views come take my guns yourself
negative,"Emily Neal, so you are obviously for alcohol to be completely banned, because tens of thousands Americans have been killed by people that should have not had alcohol in the first place.  Correct?"
negative,Emily Neal underground weapons🙄 will always make it into the hands of criminals thus we don’t need to make laws making it harder for upstanding citizens with no record to own them!
neutral,Charlesetta Brown um...walked
negative,"Charlesetta Brown sooo....it was the same worst instincts while Bush , Clinton , and Onama were in office ? They pushed for it too...in their day"
neutral,"Charlesetta Brown 6 billion for a wall meant to protect us...vs the 10.6 billion dollars that was given to Mexico last year just before the shut down , you're ok with that kind of waste ?"
positive,Charlesetta Brown but we can spend a hundred and forty billion dollars a year on Medicare Medicaid food stamps whatever you want to put to it 4 illegals in this country?
positive,"Pay attention please.    Experts have reported that  ""The Wall ""  will not keep out illegals.  Therefore, the 8 billion dollars that Trump wants for a wall  will be in addition to the amount paid out for Medicare, Medicaid and food since the Wall will not be effective.    Most illegals overstay VISAs or they come in through legal points of entry."
neutral,and many experts say it will
neutral,What experts Ron O'Hearn?
negative,https://www.npr.org/2019/01/10/683662691/where-does-illegal-immigration-mostly-occur-heres-what-the-data-tell-us
positive,A wall will force those seeking refuge to come through a legal port of entry
neutral,"Deb Shriver try 54 million, not 4 million."
negative,This chick is dumb as hell. They do have background checks. In fact you go on a 3 day waiting list. I can go down to the corner of my house in the ghetto and buy a gun off the streets with no background check and the gun won't even have a serial number on it also known as a throw away. So again remind me how gun control is gonna work??? 😂😂😂😂
negative,"Deb Shriver, How did those illegals guilty of those crimes get into the United States?  We're waiting"
negative,"Tim Somolitis, the Republicans are divided about the need but either way, a person who listens to a proven compulsive liar who can neither negotiate or make a deal and wasted 6 billion dollars of taxpayer money shutting the Gov down over money for a Wall that he said Mexico said they would pay for, is in no position to suggest who others should  listen to 😂😂  Bottomline, it's clear that the politicians will deal with this in court.  The first of many lawsuits have already been filed about what they call a "" Manufactured Crisis"" in order to bypass Congress"
negative,One illegal????You better get some facts together.
neutral,Charlesetta Brown who told you that?Ask some people living near the border!
negative,Charlesetta Brown Illegal entry is criminal.They can go through legal channels!
positive,"Marge Hackett, legal points of entry is what I wrote"
negative,"Larry Fields, they are not all criminals just as all Americans are not criminals.  Not allowing those entrance who are seeking refuge or a better life is criminal!  Goodbye!"
positive,"Charlesetta Brown they are more than welcome IF they come in legally.  The problem is, the ones that don't come legally.  They have no right to be here period."
negative,"In a sense, the wall merely represents the Trump administration’s worst instincts and desires. It is harmful, wasteful, and offensive, but an ineffective wall is nonetheless better than the surge of 5,000 new Border Patrol agents and 10,000 new Immigration and Customs Enforcement officers to round up and deport people that the president also wants. No wall has ever arrested, robbed, battered, or murdered nonviolent people, as immigration enforcement has. A wall will not create an interest group to lobby for itself, endorse nationalist presidential candidates, and demand more power and funding, as the Border Patrol union does. The wall is more than a symbol. It will harm the lives of thousands of border residents and immigrants while wasting billions of tax dollars. But in a world run by nationalists, the one small source of comfort for non-nationalists over the next four years may be the knowledge that it could be worse.  -  D.  Bier - Cato Institute"
negative,Charlesetta Brown r u crazy one crime ? Open yoyr eyes . There is crime by the hour from these illegals. Not to mention these drugs are kids are getting from them. You people need to wake up
negative,Charlesetta Brown please provide the name and address of your loved one for the next death cause by an illegal!!
negative,Shut up STUPID
negative,"Laurie, get a real FB  page before replying to my comment.  Yours is fake"
negative,"Charlesetta Brown there are tons of crimes by illegals that go unreported by media. And, you make the point for us supporters. We have enough home grown criminals to deal with, without opening the border for criminals from other countries. We have far too much crime as it is, and do not need more. So, your argument just worked against you. Thanks for playing, we'll see next week on the wall has begun"
positive,If teleportation. Is to be exsplan will trans°mute de°mure save the body or. if body anadamy of a female falopeintubes can incubate life preservation geneticly Revitalize - + organisms by molecule
negative,"So sad, to much of this happening.  Build the WALL"
negative,"Rosemarie Cwiertniewicz; last post 10/17. Comments are full of these revived, foreign, & newly created Facebook accounts to show support for propaganda and spread discord."
negative,Cal Phillips  soo..... u blaming immigrants for selling ur kid drugs that he bought with his money and his decision hmmm in that care i got 6 friends that are white and sell cocain heroin weed flaka acid xanax  and one of my friends is hispanic and died because of one of them how bout give the land you guys took stingy ass crackers
negative,"Andres Zapata sorry, you missed the point. 90% of all illegal narcotics come from you guessed it, The Honduras. across Mexico, over the border to mainstream America via. MS-13.  And no, everyone responsible for own decisions, just like my son. However, if there wasn't any available, No Addictions, and/or 300,000 deaths of overdoses! Got it?    #buildthewall #nationalemergency #stopthedrugs"
negative,Joseph Nowik There is big difference between building a wall on our border and trying to revoke our rights. If you cannot see that you're a moron.
negative,Joseph Nowik its not an overreach. Since the 1970s therr has been nearly 40 national emergencies declared. Its only because it Trump the snowflakes are crying.
positive,"Joseph Nowik , unfortunately that won’t happen in the future. The use of a National Emergency to eliminate the 2nd amendment won’t happen. Only a fool would try. Global warming seems to be an American thing. The major contributor country’s haven’t done a thing to deal with it. Healthcare isn’t a right. Simply put if a person wants insurance they can buy it. Wether or not they can afford to use it is a different issue."
neutral,Julie Albers Hampe the money was released money that belonged to Iran. Get the facts.
positive,Antonio Acquarelli end running Congress is true overreach.  Take off your MAGAt hat and give your brain some oxygen.
negative,"Dennis McCullar if lives is the criteria,  then gun violence and the opioid epidemic are greater emergencies."
neutral,Crystal Maskell Carey what part of well regulated militia do you not understand?
neutral,A little history... https://youtu.be/0TGcU0lmINk
positive,Joseph Nowik they can’t touch the 2nd amendment but nice try
negative,Joseph Nowik  Juarez mexico is one of the most dangerous cities look it up . Its behind our border and if them walls are not fully secure or they come down thier dangerous city will be part of our country because they can walk over . Think about that ! Think about your family to be safe.
positive,Joseph Nowik I feel sorry for you. You can't be happy about any how well our country is doing. Maybe Venezuela is a better fit for you. TRUMP 2020!!
neutral,Mark Desautels Jr. Because only Congress appropriates funds. Trump is taking funds for other designations and plans to use those moneys for his wall. Understand?
negative,"Joseph Nowik, how many more American lives are you willing to sacrifice before it becomes a national emergency in your opinion?"
positive,You mean the wall that we need because we have people coming over here illegally and breaking laws. Yeah sounds like a national security issue to me. Btw the Constitution also states to protect the American people which a wall does. Understand?
neutral,"Not new. Clinton did 17,Obama 13. Where were you"
neutral,Betty Bilbrey Exactly.
neutral,Its against the constitution by using money from the treasury
positive,You have been conned!  Paying Osama bin laden and George Soros and George W Bush won't fix anything.  A tall tree and a short rope is all you need to stop them.
negative,"Betty Bilbrey ""The only national emergency is that our president is an idiot"" — Ann Coulter"
negative,Nancy J. Seddon liberals lack common sense. Heck now they have several that support killing full term babies and have anti-semites in their ranks.
positive,BUILDING THE WALL.liberal secure ing our boarders. TY PRESIDENT TRUMP.
neutral,The majority living in the area are against it.
neutral,Hal Bannasch  beware of the bull when your inside the wall
negative,"Hal Bannasch those walls are to keep people in and not out...also, there are guards with guns to shoot the ones trying to escape"
negative,Hal Bannasch you sir are an ass
neutral,Dale Murphy 😂😂
negative,"Estefania Torres Restrepo so how does anyone accurately determine how many people or the amount of drugs have came into the US undetected?  That's right, you can't.  The argument of most/majority and legal ports of entry is just guesswork trying to be passed off as fact. A wall is a deterrent, along with the increased border enhancements.  They go hand in hand in preventing the illegal crossing of the border.  Come in legally, they are more than welcome.  Come in  illegally, no.   Opinions are not facts."
negative,"James Brubaker  Okay just did, here are all the articles that showed up about BORDER AGENTS in Texas and their views on Trump’s imaginary crisis.  You resorting to insults of me and my heritage display your complete inability to participate in any informed discussion and any further attempts on my part will clearly fall on your deaf ears. I just hope someone does a complete search of their views after seeing this information.   https://www.google.com/amp/s/qz.com/1520651/border-patrol-agents-in-texas-showed-trump-why-his-wall-wont-work/amp/  https://www.google.com/amp/s/www.houstonchronicle.com/news/politics/texas/amp/Texas-border-communities-cringe-as-Trump-sounds-13518898.php  https://www.google.com/amp/s/www.chron.com/news/politics/amp/Texas-congressman-calls-Trump-border-remarks-13539330.php  https://www.google.com/amp/s/www.haaretz.com/amp/world-news/border-agent-explains-to-trump-why-a-wall-won-t-solve-the-problem-1.6831070"
neutral,"Terri Reeves there is an enormous amount of scholarly literature on the analysis of REAL data received from border agents and agencies. There is an enormous amount of data available after decades of research, it’s all there you just have to look. These are based on STATISTICS and not opinion."
positive,Just like the demo leaders using shootings to further their gun grabbing bullshizz??
negative,David Woodsmall the difference is their using those events to push for reform that can actually save lives in the future. A border wall is ineffective in preventing these deaths
neutral,"""Could've been my son!"""
positive,Estefania Torres Restrepo The southern border might as well be considered a port of entry. Cause they sure as heck enter through it. We cant just have open desert between the two countries where people are free to roam back and forth.
neutral,Estefania Torres Restrepo A Wall will keep out hundreds of illegals. Then more attention can be given at legal ports of entry to stop drugs flowing into the country. More people could be after the over stayed visa people.
positive,Estefania Torres Restrepo political gain🙄 how about safety....using the deaths to show a secure border is necessary!!!
negative,You're disgusting for not having normal compassion for a man who lost a child. Hatefulness is the new normal for liberals it appears.
negative,What is disgusting is that You can't accept the truth more reality
negative,Estefania Torres Restrepo not if we get enough ice agents to round them up and throw them the hell out of here
negative,"Estefania Torres Restrepo California  LARGEST INSANE ASYLUM IN THE WORLD  Interesting that the LA Times did this. All the others are staying away from it. Whether you are a Democrat or Republican, this should be of great interest to you!  Just One State - be sure and read the last part...  try for 3 times.  This is only one State... If this doesn't open your eyes, nothing will!  From the LA. Times:  1. 40% of all workers in LA County (10.2 million people) are working for cash; and not paying taxes. This is because they are predominantly illegal immigrants, working without a green card. (Donald Trump was right)  2. 95 %of warrants for murder in Los Angeles are for illegal aliens.  3. 75% of people on the most wanted list in Los Angeles are illegal aliens.  4. Over 2/3 of all births in Los Angeles County are to illegal alien Mexicans on Medi-Cal, whose births were paid for by taxpayers.  5. Nearly 35% of all inmates in California detention centers are Mexican nationals; they are here illegally.  6. Over 300,000 illegal aliens in Los Angeles County are living in garages.  7. The FBI reports half of all gang members in Los Angeles are most likely illegal aliens from south of the border.  8 Nearly 60% of all occupants of HUD properties are illegal.  9. 21 radio stations in LA are Spanish-speaking.  10. In LA County, 5.1 million people speak English; 3.9 million, speak Spanish. (There are 10.2 million people, in LA County.  (All 10 of the above facts were published in the Los Angeles Times)  Less than 2% of illegal aliens are picking our crops, but 29% are on welfare.  Over 70% of the United States' annual population growth, ( and over 90% of California, Florida, and New York), results from immigration.  Also, 29% of inmates in federal prisons are illegal aliens.  We are fools for letting this continue.  HOW CAN YOU HELP?  Send copies of this letter, to at least two other people.  To 100, would be even better."
negative,"Estefania Torres Restrepo you aren't very bright are you. 94 percent of border agents, the head of the border union, the chief and 8 out of 10 border mayors all stated a wall helps. Please research before spewing ignorant rhetoric. Btw, I would be embarrassed if my heritage invaded a country where most don't speak English, have no skill, cost the American Tax Payers billions and wouldn't assimilate"
negative,"Interesting you talk about research because you haven’t posted a link to any article. Can you post a link to the article you received these statistics?  Here is an LA Times article posted Last week saying that there isn’t a crisis at the border.   https://www.latimes.com/opinion/editorials/la-ed-trump-speech-immigration-border-crisis-20190206-story.html  Also I’m not sure how the history of the country I was born in should have any say in who I am as a person? What if I judged you on the history of America? Last I checked, white people today should have no burden placed on them for the atrocities of slavery in America. Let me know since that’s what I’ve been reading."
negative,I thought the same thing. Trump is disgusting. His supporters are sycophantic dogs.
negative,"Estefania Torres Restrepo look it up you moron. Look up what the border agents, the chief and mayors have said. I would be embarrassed if my heritage invaded a country where they committed crimes, most couldn't speak English, had no skill, didn't assimilate, didn't care about AMERICA and cost the American Tax Payers 130 billion a year"
negative,You are disgusting because her life means nothing to you. She and all the others who will be killed by someone who has NO right to be here are the reason we need a wall!! You actually have a higher chance of being affected by an illegal as you are part of the Latino community.
negative,Idiot
negative,Austin Baker he’s using the death to push for his border wall which he INCLUDES in the headline.   EXCEPT a wall will do nothing for illegal immigration. They overstay their visas or come in with forged documents. The ACTUAL drugs and crime come through vehicles through legal ports of entry.   He’s not asking you to pay for immigration suppression but an entire waste of money that’s more symbolic of America than it is an effective tools
neutral,Valerie how are you doing
negative,Valerie Siggson idiot
neutral,"Oh, sweetie...that degree from Trump U. didn't serve you well."
negative,"You meant to write something about the kickbacks from all those for-profit detention companies and all those contractors, I'm sure, since we all know Fauxtus has shattered both foreign and domestic emoluments clauses numerous times."
negative,Valerie Siggson FAKE NEWS!
negative,Walls don’t bring dead people back maybe see if therapist instead or try thinking for yourself
negative,"Wondering why exactly?  I mean, since there was no national emergency then, either...but maybe you just meant to point out that if there had ever been one obviously the GOP would have had the trophy wall erected LONG ago, so it's blatantly clear there is no national emergency."
neutral,Art Jackson  Dear... The problem of immigrants before the elections before 2016... The problem is outdated... But at the beginning of 2017... Congress was Republican... The wall and its problems will not affect the 2020 elections... Like now... On the contrary it will be positive... and other things...
negative,Try taking a good look at the northern border.  No wall.  Other methods. Terrific security.  And they aren't working on stopping poor terrified people trying to get away from conflicts we are partly responsible for...they are trying to make sure nobody gets to us through them and pulls another 9/11.  This wall is a waste of money.
positive,"First of all, I have sympathy for these people trying to find a better life but the US cannot continue to take care of these people.  It is costing us billions of dollars monthly now.  Can you imagine the cost if we allow droves of them to come as these caravans from central America are coming?  Once you let some in, nearly all from those countries will be here.  We have our own needy to take care of and doing a somewhat shabby job of that.                                  How many are you willing to sponsor, Art?"
negative,"waiting 2 years to declare an emergency is hardly addressing an emergency if he waited until after he didnt get his own way to call it , he just needs to keep his base happy so he gets a second term"
positive,Waiting for congress to fund the act passed years before by the democrats to secure the border. Do you think he wants to take this to Supreme Court?
negative,Jim Russell cuz it is not an emergency
negative,"Angela K Christensen You can’t have national security without border security. It’s not only necessary for any meaningful immigration reform; border security plays a crucial role in both the interdiction of illegal drugs and in defending America against criminal threats. Weak borders allow criminal and smugglers, as well as millions of illegal aliens, to have virtually free entrance to the United States.  If this was not true then why are there some 20 million ILLEGAL aliens living in the United States now, and why is there a drug epidemic killing thousands of Americans every year, and why are Americans being robbed and murdered by Illegal aliens.  Contrary to news reports the majority of these drugs are traceable to drug cartels in Mexico, not from pharmaceutical companies."
negative,"And Mexico will pay for it!!! (oh, we’re not doing that anymore?) 😏  Don’t you feel just a little stupid?"
negative,"Why don't you stay focused, to damn stupid"
positive,"James Ellis great response, keyboard warrior."
negative,Jordan Miller have you ever thought about the fact that the driver was drunk? He was obviously going very fast if he hit her that hard and some terrains make it hard to see when people are coming down the street. Shame on you for having absolutely no soul and saying it was her fault.
negative,"Alyssa Taylor he was drunk. But like I said this was a drunk idiot problem, and has nothing to do with Mexicans. Where’s all this outrage when a drunk Russian or Ukrainian who overstayed their visa hits and kills a person? Why are only Mexicans used in this way?? For political brownie points."
negative,Alyssa Taylor and I’m not saying whose fault it is. Does it really matter to the dead person whose fault it is? If I have the right of way at the intersection and someone hits me and kills me - I’m still just as dead. No matter whose fault it is.
negative,Jordan Miller wrong again. Had he not been here it would not have happened . Build the wall keep america safe. You people need to open yoyr eyes and take your rose colored glasses off. What a shame to see so many not wanting to pertect the american people. I am sure you and everyone elese has a fence or locks yoyr doors hey how bout shuts your doirs . Why do you have and do these things if walls dont work....
negative,You are a heartless human.  I hope you never have to feel the pain of losing a loved one. He made a bad decision to drink and drive. He shouldn't have been  here in the first place and of story. They may never get justice for their daughter and that's so sad.
negative,"Jordan Miller I think there is still outrage but personally I dont see or hear about as many Russians or Ukrainians walking or driving across the desert to illegally gain entry into our sovereign nation. We cant just have wide open deserts without any type of boundary. Its been open for years and our citizens have been having to deal with people illegally crossing borders, no Social Security number, not paying taxes, never go back to court to secure legal status and then get involved in crimes of which the wordt of course is murder whether its from drinking and driving or from gang violence. Either way, at some point we have to have a stopping point. Trump may not be a polished politician but he is the only POTUS so far who has had the balls to secure our borders"
negative,Dee Dee Kelly Colvin its sad that there are SO many illegals here
neutral,Same way your ancestors did
negative,"So sorry,, so so sorry.  It should’ve never happened.  This problem should’ve never existed.  Nothing will ever replace what you’ve lost. Really hate the pain you must go through every single day.  And to hear politicians act like there’s not a problem has to add to your broken heart.  😥"
negative,Kelly Preiss Wilhelm I never want to see anyone killed period. He does talk about it though.   “It’s criminals which will always have guns “. We could ban all guns in America.   The criminals would still have them.  Gun control only disarms the good ppl.  I’m so sorry you lost someone to this crime invested country.  And we all need to work together to push out the bad.  Not argue.  There’s a lot more good ppl than bad.  Ppl has to stand up to the thugs.  They’re out numbered by far.
negative,Richard Rouse  So dumb
neutral,*too
negative,Poorly educated tRumper.
negative,Same with all of us Americans who have lost family members to gun violence. Not one word ever said by Donny about that.
negative,Her father is the one who said to not use her death for political reasons....
positive,President Trump Is Building The Wall For The American Peoples Safety. Making America Great Again 👍
negative,Mike V. Radatti more Americans are killed by fellow Americans with guns than anything else including drugs from over the Mexican border and illegals put together
negative,Jacqueline Alas laws against murder already on the books and enforced. We are demanding the remainder of our laws are enforced. What is so controversial about that? Why is that so difficult to comprehend.
negative,Jacqueline Alas doesn’t count they just claim mental issues or there problemd lives. Very sad.
negative,Donna Conley Why??? Explain it the World. Because World read also your naive Bullshit  Stay in your Trailor Park Drink Beer play with Weapons and be quite
negative,The dictator is a fascist and and a crook and will be in prison soon.
negative,Sue Carol
negative,Scott Magers how have u been personally affectes by an illegal? just curious
negative,They didn't vote against border security. They voted against the stupid WALL!!!
negative,Janice Beecher I don’t care what they voted against. They contribute to the insecurity of our borders every time they vote against the wall or any other security measures. Politicians should be held accountable for their stupidity and selfishness
negative,"Yet, you probably thought Sandy Hook and Parkland were hoaxes, right?  And, even if not, you don't think gun control will make a difference, right???  But, a WALL...well, that makes all the difference in the world, doesn't it?  You Trumpers are the dumbest species on this planet.  You seriously are."
negative,"I don't understand the level of insanity from you idiot Trumpers who, after every mass shooting in the U.S. by a U.S. citizen, claim that ""gun control doesn't work; a criminal will find a way to get a gun.""  Yet, you think some idiotic wall will keep out illegal immigrants when most of the immigrants are non-violent and most of the drugs come in through legal ports of entry, ships, and airplanes.  I mean...you're just plain dumb."
positive,Donna Williford Burger - Donna/ all these people who don’t think the wall is necessary- I have a perfect way to change their minds.... delete “ President Trump “  Insert “ President Hillary Clinton”
negative,"Heartbreaking story, I am so sorry for this family's loss. Thank you President Trump for giving them their voice that Beto wants to keep silenced."
negative,You're missing the point. Its called a deterent. It will make them have no choice but to use those methods and will likely be shot down or sunk if so.  Why do you have locks on your doors at home if someone can just ram a car through it or break in a window? Thats your logic
positive,"Lori Olson Rasmann American taxpayers have paid for border walls in 3 other countries. What you should be thinking is why the democrats don’t want a wall. They don’t want it not because it won’t work but because it will, and they know it."
negative,"Except for the fact that, you know, a wall would of prevented it...."
negative,"That's why with the wall comes tech and other strategies, but it starts with a wall.  Ex...my house has a fence, door, locks, alarm system, guns.  It starts with a fence."
negative,I understand all this and not  trying to cause any arguments. But of his reasons is illegals killing Americans well there are a lot more Americans killing Americans than Illegals killing Americans just makes no sense that's all. And as Rich as he is why doesn't he pay for his wall ?
negative,"Lisa Mann yes Americans kill Americans..... doesn’t mean we should import murder and other violence.  Ahhhh there it is.....  he’s rich, he can pay for it......   moron"
negative,"Lisa Mann no, it will be difficult to go over, and it will have cement footers.  Since you will be able to see through it, border patrol will see digging or other things that could show other avenues around the wall.  The slats make it difficult to go through.  So, with other things that Trump asked for, like more agents and technology (which was in his package they denied, and then passed with 1.4 billion for a wall) the wall will slow down any potential illegals.  If by chance they could make it across, they will be apprehended immediately,  which doesn't happen now in areas without barriers."
negative,"No because the money set aside for Homeland Security in the future will only be raided by Democrats and used on welfare, abortion and the climate"
negative,"But it will be much,much harder.Every country who has a wall say their illegal's have dropped from 50-95% success rate.Israel is at 99%.He is on the front lines we just have news to go by,and some choose to listen and salivate to fake news..And those who believe in God and his word the bible,it's in many a scripture."
negative,Lisa Mann A Wall will make it much more difficult and time consuming than just walking in.
negative,"Lisa Mannim retired from the Michigan department of corrections,  if done right ,the wall /fences ,would stop about 99% .I was in Israel before the wall was built, they had weekly bus bombings, after wall built bus bombings stopped,  then they built a wall ,along Egyptian border, where thousands were entering illegally, know there was only 16 people get across, wall work if built right, and manned right. Thank you."
negative,This is a very sad story.  Too bad it has nothing to do with a stupid wall.
positive,Lisa Mann No all the surveillance won't be as effective. And no they won't find a way to get over or under with the right wall. Ex.. Isreal has a wall that is 99.9% effective. We need that.
negative,"Lisa Mann it would, but Trumpcucks are very very stupid."
neutral,"Worley Michael , say that up close, not behind a pc,"
negative,I'm not saying building a wall is useless just saying they will find a way to get over it or under it. Just common sense that's all.
negative,Lisa Mann no.
neutral,Kathy Smith Williams depends who the next president is walls have been taken down before.
